y_latitude,x_longitude,cluster_label
48.817090087,2.5294771018,0
48.805186994,2.5539033919,0
48.805186994,2.5539033919,0
48.824912787,2.5138992004,0
48.819311825,2.4947249425,0
48.822571659,2.5073519946,0
48.813800566,2.5427869613,0
48.822889204,2.514848333,0
48.821650775,2.5075867872,0
48.814899168,2.4964558144,0
48.824931877,2.4996009529,0
48.823130884,2.5156742021,0
48.823130884,2.5156742021,0
48.810124,2.5260150662,0
48.809998753,2.5260695828,0
48.809986533,2.538253289,0
48.808622018,2.5210890356,0
48.812933205,2.5474177639,0
48.809986533,2.538253289,0
48.819134684,2.4953722157,0
48.812899507,2.5463572409,0
48.81604583,2.4851487096,0
48.81604583,2.4851487096,0
48.804822937,2.5468999461,0
48.825474958,2.5110922602,0
48.813445688,2.5109719001,0
48.816983042,2.5088742582,0
48.809986533,2.538253289,0
48.818849299,2.5042261346,0
48.818849299,2.5042261346,0
48.806138727,2.5522230848,0
48.806138727,2.5522230848,0
48.819652079,2.4161701061,0
48.822505531,2.4132867416,0
48.819291765,2.4085884991,0
48.822655027,2.4100370124,0
48.822505531,2.4132867416,0
48.822824184,2.3983907352,0
48.82699174,2.4018598528,0
48.826883992,2.4025429801,0
48.819652079,2.4161701061,0
48.822782155,2.4051085314,0
48.823441674,2.4104311437,0
48.824337953,2.3970045121,0
48.820554051,2.4134662815,0
48.818789761,2.4160603196,0
48.819652079,2.4161701061,0
48.823319267,2.4148987,0
48.822147712,2.4093671893,0
48.819483981,2.4158560153,0
48.821490169,2.4085462659,0
48.824470959,2.3960755299,0
48.820914511,2.4083890845,0
48.823260407,2.4153315394,0
48.826861037,2.4025387481,0
48.822439308,2.4086249845,0
48.824460942,2.3961043859,0
48.823675979,2.4125914496,0
48.823441674,2.4104311437,0
48.79960999,2.5536259791,0
48.819764985,2.4191504439,0
48.800163286,2.5532160821,0
48.799199748,2.5536889831,0
48.803991586,2.543881841,0
48.799199748,2.5536889831,0
48.801155108,2.5467384792,0
48.801155108,2.5467384792,0
48.801155108,2.5467384792,0
48.787097459,2.5285430068,0
48.80635235,2.5588079614,0
48.794606153,2.5319883668,0
48.800188545,2.5590248279,0
48.795310073,2.5300097886,0
48.796305004,2.5325861345,0
48.796305004,2.5325861345,0
48.795310073,2.5300097886,0
48.771296435,2.3477507722,0
48.799260229,2.5357322863,0
48.77307904,2.3567665964,0
48.77307904,2.3567665964,0
48.77307904,2.3567665964,0
48.769771343,2.3662749861,0
48.769771343,2.3662749861,0
48.770270087,2.3426443199,0
48.777042502,2.3611089432,0
48.769760097,2.342804498,0
48.768127398,2.3616325113,0
48.7732444,2.3601080659,0
48.771296435,2.3477507722,0
48.77090486,2.3479049338,0
48.770142032,2.3362885853,0
48.77035531,2.3505456671,0
48.763041299,2.3670493128,0
48.772460269,2.3606757163,0
48.771252816,2.3386722936,0
48.770431555,2.3509546916,0
48.770564826,2.3488514566,0
48.773427315,2.3522924834,0
48.772612525,2.3624566883,0
48.774168232,2.3552311421,0
48.77042374,2.3672682523,0
48.770270087,2.3426443199,0
48.76763395,2.3586894305,0
48.761598424,2.3378494936,0
48.771879731,2.3599266767,0
48.772229351,2.3600302947,0
48.77056389,2.3633447937,0
48.766009566,2.3368596431,0
48.764455748,2.3655264707,0
48.764455748,2.3655264707,0
48.76763395,2.3586894305,0
48.7732444,2.3601080659,0
48.772083784,2.3603416441,0
48.772945563,2.3554642385,0
48.762144315,2.409331998,0
48.765972046,2.3666715934,0
48.75585603,2.412566911,0
48.773959758,2.4162459495,0
48.76772427,2.4042887747,0
48.767999439,2.40409787,0
48.767475386,2.4083029263,0
48.759739045,2.4096525133,0
48.768321136,2.4169973477,0
48.759115236,2.4094040884,0
48.768321136,2.4169973477,0
48.763881797,2.4224228134,0
48.765166567,2.4221894155,0
48.770779186,2.4054541658,0
48.756553242,2.4140635703,0
48.770779186,2.4054541658,0
48.75585603,2.412566911,0
48.762219961,2.4089511658,0
48.762219961,2.4089511658,0
48.762147768,2.4152246427,0
48.754921261,2.4155558724,0
48.7718551680289,2.41708183230506,0
48.774186703,2.4180756883,0
48.777829949,2.4535014642,0
