y_latitude,x_longitude,cluster_label
48.698886225,2.5025377491,0
48.697782946,2.5042453542,0
48.360382258,2.389104851,-1
48.687895156,2.4959329014,0
48.5935283010687,2.19282505392383,1
48.590230824,2.1869955975,1
48.590230824,2.1869955975,1
48.703373898,2.3142352699,0
48.694619538,2.3131877395,0
48.694127803,2.3073568134,0
48.705018651,2.3141055128,0
48.705443264,2.3093142394,0
48.701864688,2.314098119,0
48.702722056,2.3144401873,0
48.601001719,2.4857234763,2
48.613856238,2.482156347,2
48.613856238,2.482156347,2
48.702706407,2.3117225454,0
48.613856238,2.482156347,2
48.584502667,2.4728370179,2
48.612196433,2.4842718916,2
48.598616503,2.4775426979,2
48.599033032,2.4780650242,2
48.60515361,2.4694842491,2
48.604117097,2.469368067,2
48.612180296,2.4799203679,2
48.416804009,2.3785978771,-1
48.592784086,2.1450124592,-1
48.592784086,2.1450124592,-1
48.7164982144804,2.45789684159607,0
48.720383388,2.4656129214,0
48.716136572,2.458853974,0
48.717212279,2.4585284312,0
48.722381186,2.4650783559,0
48.715856681,2.4582832709,0
48.7164982144804,2.45789684159607,0
48.715856681,2.4582832709,0
48.673675593,2.3249469377,0
48.673662712,2.325213848,0
48.675755078,2.3175101774,0
48.6736755934633,2.32494693767343,0
48.674832257,2.3134476247,0
48.676299671,2.3182242933,0
48.676662273,2.318856583,0
48.678507405,2.3269823069,0
48.6730840180146,2.3144525214788,0
48.667151888,2.3169733188,0
48.677416688,2.319834894,0
48.672188327,2.3229892433,0
48.427534149,2.1455920973,3
48.434362377,2.1615482084,3
48.42819899,2.1426068063,3
48.431845403,2.1584468596,3
48.433336023,2.1422784086,3
48.437187058,2.167134275,3
48.432760321,2.153794957,3
48.428588771,2.1459544177,3
48.436482561,2.1654763223,3
48.438964883,2.1475157973,3
48.427885128,2.143484543,3
48.447560947,2.1706053085,3
48.439029126,2.1488827054,3
48.431119577,2.173311124,3
48.431122012,2.1700644431,3
48.442689736,2.1649496069,3
48.442921562,2.1649464629,3
48.434534569,2.1570517757,3
48.437593432,2.1550299971,3
48.436593403,2.139278668,-1
48.433336022957,2.14227840857966,3
48.484328246,2.3497711267,4
48.481339594,2.3477901369,4
48.478060729,2.3552611641,4
48.4820996,2.347035889,4
48.480803255,2.3633465147,4
48.478111769,2.3647322568,4
48.630048943,2.3607428035,-1
48.636390217,2.3620494118,0
48.636390217,2.3620494118,0
48.639123378,2.3584751223,0
48.63973599,2.3654026409,0
48.63970637,2.3653134196,0
48.636522417,2.3646024536,0
48.630048943,2.3607428035,-1
48.636522417,2.3646024536,0
48.639212383,2.358984364,0
48.636522417,2.3646024536,0
48.357129396,2.1528916239,549
48.640962007,2.3600664274,0
48.61502884,2.1624465906,353
48.619207748,2.1563185822,5
48.61502884,2.1624465906,353
48.547554845,2.3986428475,6
48.547672691,2.3988744018,6
48.479790495,2.0433242884,7
48.547560574,2.3991179416,6
48.6716595864128,2.12542804407808,8
48.670198564,2.1267629178,8
48.674623497,2.1423162079,0
48.678543705,2.1381539755,0
48.501871677,2.0191279311,9
48.67540798,2.1416182432,0
48.501871677,2.0191279311,9
48.5027509853103,2.01922372366751,9
48.656513957,2.3904230008,0
48.656274739,2.385039901,0
48.656844969,2.376803498,0
48.656513957,2.3904230008,0
48.6468287,2.1549893368,-1
48.515332048,2.2667885542,10
48.690654436,2.372426007,0
48.646902032,2.1543199907,-1
48.684212328,2.383963215,0
48.685258524,2.375851746,0
48.693319079,2.3689023676,0
48.693319079,2.3689023676,0
48.696351554,2.3560244687,0
48.68995315,2.3753287516,0
48.686755134,2.3798267814,0
48.689606327,2.3745768493,0
48.694775248,2.3572804511,0
48.683566996,2.4093052466,0
48.686821041,2.3835171824,0
48.691136773,2.3859981988,0
48.520587915,2.2651474505,10
48.696937342,2.2903573068,0
48.6928768184935,2.29523000590877,0
48.690987452,2.2992147719,0
48.642472807,2.2926647944,11
48.686330702,2.2966618072,0
48.638745153,2.2904675473,11
48.638537862,2.2904307259,11
48.655432375,2.2791114738,11
48.655682959,2.2786769486,11
48.642325325,2.2921564212,11
48.3945056292902,2.37654990461243,12
48.633529749,2.2839686523,11
48.41450522,2.0100581472,13
48.416259141,2.0046188221,13
48.355220237,2.2717193577,14
48.355228527,2.2730691992,14
48.4035084957942,2.4669048361824,15
48.401229149,2.4659233956,15
48.401247541,2.4769933981,15
48.404167246,2.4664059196,15
48.403943412,2.4669674449,15
48.661687332,2.3462532263,0
48.65409332,2.3516680972,0
48.654398486,2.3514794016,0
48.570663029,2.4932789845,16
48.654243899,2.3511228959,0
48.661703981,2.3459432918,0
48.663330253,2.3475460487,0
48.64983115,2.3468550648,0
48.570663029,2.4932789845,16
48.663330253,2.3475460487,0
48.505722894,2.4943633247,-1
48.573301905,2.4932630902,16
48.504829077,2.4957257129,-1
48.717655839,2.2447953473,0
48.714552974,2.2457270995,0
48.714552974,2.2457270995,0
48.722968872,2.2311384655,0
48.704411714,2.2231733279,0
48.704950046,2.225509866,0
48.714552974,2.2457270995,0
48.711985102,2.244908429,0
