y_latitude,x_longitude,cluster_label
48.870454111,2.336967078,0
48.7856548489191,2.45103138392895,0
48.803444255,2.4863741623,0
48.8240467262142,2.49743586988907,0
49.019821001,1.6092858019,1
48.843936878,2.4341849794,0
48.87687701,2.4117896479,0
48.756058692,2.5344249478,0
48.797385224,2.4652397659,0
48.848586508,2.3211079194,0
49.019821001,1.6092858019,1
48.740740324,2.4232965491,0
48.894218168,2.4997441179,0
48.673544978,2.326042489,0
48.6940806862376,2.61128464225149,2
48.873770109,2.3198389387,0
48.346473802,2.0427236749,-1
48.873770109,2.3198389387,0
48.873770109,2.3198389387,0
48.873770109,2.3198389387,0
48.873770109,2.3198389387,0
48.873770109,2.3198389387,0
48.873770109,2.3198389387,0
48.863793341,2.3585428017,0
48.871688486,2.3061114666,0
48.710818227,2.5017323741,0
48.8848839399621,2.33098364436617,0
48.817393757,2.4975680847,0
48.7920235164387,2.46291597490676,0
48.902484903,2.3056000142,0
48.875937793,2.3407705274,0
48.900725446,2.0360188335,-1
48.937338422,2.5778456269,0
48.804916487,2.3677155134,0
48.882211551,2.1774392873,0
48.74233267,2.4491591264,0
48.568536902,2.5985878084,3
48.866803404,2.2821669219,0
48.891706106,2.3630025357,0
48.912121953,2.3307223387,0
48.75950213,2.385927542,0
48.992033437,2.1651787024,0
48.885712875,2.2975411018,0
48.87785103,2.2341830146,0
48.9237876227567,2.05167031463679,4
48.280290103,2.5309830193,-1
48.729880034,2.7280778136,-1
48.674235259,2.351143624,0
48.845283401,2.6489958079,0
48.734092952761,2.28617874270966,0
48.902879341,2.319481786,0
48.857780584,2.3687422616,0
48.831587939,2.3686276007,0
48.914084015,2.4130265017,0
48.804670128,1.8187868688,5
48.85800471,2.3079748003,0
48.602616803,2.5662856374,3
48.82139265,2.272472899,0
48.810760912,2.2665069781,0
48.893819615,2.2975266532,0
48.951024657,2.327552173,0
48.873053731,2.3165925738,0
48.977185874,2.3734192271,0
48.714186516,2.5775265532,6
49.101891506,2.056387927,-1
48.840796377,2.2372530821,0
48.627260669,2.5904860162,7
48.943085129,2.5466812463,0
48.653044648,2.3883676621,0
48.882343795,2.3098353295,0
48.852713923,2.809834522,8
48.863914456,2.2899978489,0
48.875411086,2.3148941687,0
48.882343795,2.3098353295,0
48.877282542,2.3919766383,0
48.866978873,2.3361238644,0
48.874987196,2.3310603215,0
48.786468191,2.1722356722,0
48.877856602,2.3068078426,0
48.8420444465704,2.23933044645929,0
48.849169553508,2.45871103352123,0
48.856035223,2.3365427006,0
48.858038469,2.3177381567,0
48.949408935,2.4515301233,0
48.899284078,2.2146095277,0
48.87233991,2.3247193114,0
48.870973756,2.3058596405,0
48.868580415,2.3222896614,0
48.9101071796032,2.49060329977329,0
48.873716697,2.2832947407,0
48.885822538,2.3872984667,0
48.97890434,2.3618200983,0
48.831502622,2.3170882679,0
48.790048138,1.6019601258,9
48.804955532,2.3689772242,0
48.987091068,2.3185853709,0
48.9634211625629,2.2875236294227,0
48.808439668,2.359958117,0
48.8800769,2.3372699944,0
48.88463476,2.2915740279,0
48.890847286,2.3434774408,0
48.982296111,2.3764211017,0
48.868773228,2.3487587827,0
48.8900582629461,2.34733510087461,0
48.880865502,2.4901475556,0
48.840165208433,2.56020113814066,0
48.88336894,2.3347626483,0
48.925164455,2.3496360775,0
48.892675423,2.3472268713,0
48.871942347,2.3979815804,0
48.88975661,2.3057261213,0
48.87898551,2.1421893376,0
