y_latitude,x_longitude,cluster_label
48.907299243,2.2553460857,0
48.978767649,2.3863079076,0
48.8835690535954,2.27208427458522,0
48.802081001,2.383265578,0
48.88253301,2.3737806077,0
48.655209432,2.3705794135,0
48.83250461,2.5761647528,0
48.854152464,2.8219191657,1
48.9066213769203,2.30471250278886,0
48.825433986,2.2356815898,0
48.79867543,2.4483076889,0
48.602710371,2.4702096686,0
49.080996953,2.3534691237,264
48.9881002573567,2.37270951260906,0
49.002157857,2.2797987179,0
48.820953705,2.2667967101,0
48.820544136,2.3500071668,0
48.82397789,2.5084408854,0
48.7536825036704,2.49974681559247,0
48.859640241,2.2967689675,0
48.969662381,2.2821611887,0
48.974149567,1.8511799686,2
48.974309343,2.2725375463,0
49.125955011,2.1702920574,-1
48.530923585361,2.56600413128176,3
48.916880568,2.3737058326,0
48.95410796,2.6103156925,0
48.878604715,2.332579848,0
48.8833111878578,2.27242033507693,0
48.720920323,2.4129434109,0
48.919217278,2.2792955176,0
48.868879577,2.2844844864,0
48.143194363,2.6928878495,-1
48.8467274895511,2.37507221083383,0
48.8883304988823,2.1899413046581,0
48.991804586,1.8589651538,-1
48.658361524,2.3587586734,0
48.867304532,2.2924237068,0
48.690142913,1.8219019191,-1
48.784414864782,2.44217988335608,0
48.742909822,2.4539136832,0
48.758456928,2.3071444942,0
48.878494925,2.2351479195,0
48.992912505,1.7334883075,4
48.8719451596712,2.35083719882497,0
49.051393452,2.0070692346,5
48.8795348728574,2.58797052635981,0
48.857657048,2.3583662016,0
48.9050295866534,2.23323173922574,0
48.779065411,2.2766327028,0
48.994389673,1.6919307564,6
48.732625606,2.0225465113,-1
48.8338498910344,2.32467436486481,0
48.909679052,2.2532132792,0
48.807025466,2.1656620824,0
48.9364663709619,2.36031231512394,0
48.895688787,2.4638475071,0
48.614100492,2.4535590412,0
48.74186941,1.91282217,7
49.0546459429612,2.04966194999774,5
48.928023214,2.5562607012,0
49.051672041,2.0558890277,-1
48.768805084,2.0301082636,7
48.810319282,2.0502938036,8
48.957268142,2.3610685702,0
48.879525013,2.0713012671,0
49.029755774,2.0822857064,5
48.825493582,2.3577785919,0
48.839018795,2.2759115698,0
48.874022482,2.4812135705,0
48.871895764,2.3511483814,0
48.847058192,2.3724450887,0
48.837215464,2.5277491056,0
48.889582845,2.3744390879,0
48.7981202187904,2.43154802159323,0
48.827186521,2.3100383752,0
48.846041409,2.3711491864,0
48.908367335,2.261252826,0
48.877527419,2.4231589603,0
48.850883136,2.3568606078,0
48.8791940481781,2.41314744556249,0
48.86824782,2.4447176561,0
48.834696482,2.3046325588,0
48.199221994,2.7405903149,-1
48.960722901,2.8833041049,9
48.8945291044207,2.45616426864652,0
48.925787113,2.5233710323,0
48.7332168153964,2.41669531905786,0
48.8744552829662,2.59551797419056,0
48.968515558,2.3836432602,0
48.894513227,2.4044325665,0
48.9143729445156,2.38397122340729,0
48.896905034,2.4012204493,0
48.413804653,2.7209745576,10
48.628667933,2.5741141671,11
48.9720033769555,2.36852860905839,0
48.954041026,2.560505248,0
48.924325234,2.4574768332,0
48.869607302,2.6306803682,0
48.988732443,2.2872706051,0
48.979073752,2.3951425184,0
49.150391281,2.2729998354,12
49.052807896,2.2044814213,0
48.959728104,2.2841225689,0
48.805029733,2.2356098364,0
48.88569229,2.2359818001,0
48.866001045,2.1392665395,0
48.8909466671765,2.38541527974832,0
48.570066215,1.9386809369,13
48.400837892,2.2603356334,-1
48.932190207,2.2872739378,0
48.8981080989736,2.34322492145513,0
48.988007408,1.7531324789,4
48.9525723972686,2.04300236432547,14
48.803179252,2.166466205,0
48.947341362,2.1731269438,0
48.947525281,2.0395267113,14
48.89795494,2.158980554,0
48.871644468,2.3044775545,0
48.898092624,2.2446796815,0
48.86370543,2.1954223703,0
48.8208752799446,2.2512381929653,0
48.731237542,2.2870670139,0
48.633861787,2.2386808276,0
48.700082645,2.433300522,0
48.691779209,2.3863358808,0
48.670898336,2.2120163701,15
48.7266411671956,2.32227404429719,0
49.0036803641556,2.23862902466111,0
48.703473321,2.2399781339,0
48.689026534,2.2624259052,0
48.703906145,2.3532641742,0
48.704977891,2.3608460939,0
48.6797399818655,2.34250837959101,0
48.620544764,2.4098169303,0
48.6349979572107,2.43611430321698,0
48.9613979974143,2.30488560158065,0
48.777789497637,2.34318513068052,0
48.77982991,2.4029366423,0
48.946527079,2.3758722907,0
48.7652412114892,2.38116071722788,0
48.960533947,2.8928146431,9
48.846244151,2.4706298221,0
48.619024709,2.5408339578,16
48.921765484,2.3801603024,0
48.8744303153084,2.9028539260579,-1
48.845665281,2.4580449938,0
48.935802601,2.5291440623,0
48.8816759829215,2.43899336236949,0
48.96594463,2.3453017051,0
48.861470561,2.378181693,0
48.86084856,2.3453629995,0
48.643246946,2.228537992,0
48.881759013,2.3387989917,0
48.893342761,2.3607374097,0
48.879403821,2.3216279477,0
48.842752451,2.3552672687,0
48.855610138,2.3030559617,0
48.83868757,2.3561472895,0
48.846308634,2.352290825,0
48.883654892,2.3163961767,0
48.869606536501,2.33542018982874,0
48.873053731,2.3165925738,0
48.878925478,2.2967103639,0
48.734282508,2.2191645926,0
48.854747189,2.3977279131,0
48.873053731,2.3165925738,0
48.864764578,2.3912476062,0
48.890341981,2.3525831859,0
48.855824473,2.3231602041,0
48.875545399,2.3727003946,0
48.958112415,2.3035516353,0
48.863491981,2.3756700295,0
49.062608641,3.1604318329,-1
48.788313626,2.4064738042,0
48.63844919,2.3231157361,0
48.881875422,2.6194589272,0
48.843499798,2.5597342535,0
48.835520912,2.403323261,0
48.9050433185759,2.32142340581856,0
48.919658322563,2.39573613028825,0
48.551599296,2.6435480626,17
48.866217067,2.3291772365,0
48.866390862,2.3020079307,0
48.881200731,2.3017685286,0
48.927499618,2.5191855703,0
48.78806972,2.4474377777,0
48.771324793,2.4781591462,0
48.831488735,2.2794649271,0
48.842811922,2.3995631833,0
48.814654572,3.0451072242,-1
48.903152129,2.1459810484,0
48.522739436,2.539400534,-1
48.845200006,2.2786240145,0
48.873502466,2.3200605742,0
48.866561511,2.3418109748,0
48.860171758,2.3461942259,0
48.830226551,2.350702017,0
48.858078006,2.3091420337,0
48.838518396,2.3303952121,0
48.868138798,2.2916838581,0
48.846126102,2.3956614744,0
48.832892271,2.297082133,0
48.887945807,2.3051829418,0
48.876074669,2.3835224385,0
48.85630207,2.3266744414,0
48.845175862,2.2867319374,0
48.883447508,2.3205675428,0
48.882261528,2.3929222501,0
48.87037115,2.3764163203,0
48.879641739,2.2944835711,0
48.894774041,2.3783692017,0
48.932041695,2.3964782562,0
48.7742408992553,2.52639783728128,0
48.9166542080992,2.37699905032986,0
48.855837918,2.4828665552,0
48.8695575914626,2.44985544503957,0
48.902940259,2.3322221347,0
48.750659676,2.4335464814,0
48.948224634,2.458839286,0
48.797152248,2.3756293615,0
48.797705872,2.5054290514,0
48.755365102,2.3161131369,0
48.80805857,2.3672858073,0
48.79376578,2.5009156754,0
48.948236651,2.3736062173,0
48.185066117,2.7478488931,-1
48.861818557,2.5927940456,0
48.873966494,2.4287598797,0
49.04624283,2.6302932287,18
48.918637094,2.4860004506,0
48.977246251,2.3990325473,0
49.0137895,2.0548747952,5
48.939771309,2.2298593993,0
48.8514274338176,2.46203661614533,0
49.030227511,2.2180475318,0
48.869585734,2.5003651184,0
48.822291808,2.2661799543,0
48.884688812,2.2398257477,0
48.75284571,2.2967438234,0
48.761145818,1.9449741075,7
48.819396123,2.3250168292,0
48.911260061,1.9189345293,19
48.383140479,2.9561923891,20
48.922797814,2.4776172545,0
48.8801755383284,2.46343589586545,0
48.872168759,2.3732850314,0
48.908016917,2.526523798,0
48.94740558,2.2561489176,0
48.926023405,2.471085734,0
48.823976426,2.5016984331,0
48.801214392,2.3757894529,0
48.93917537,2.0233415327,14
48.407675247,2.6937637659,10
48.769822567,2.404460761,0
48.975604279,2.3474148989,0
49.074983637,2.3040466072,325
48.776673464,2.0030038875,7
48.832016102,2.3235660563,0
48.85904999,2.4771933036,0
48.8140593114794,2.30309515781081,0
48.988515881,2.4219763255,0
